Fecha,Hora,Tipo Dia,Energia BSAS,Clima BSAS,Energia GBA,Clima GBA,Año,Mes,,,
1/1/2018 00:00,0,1,1544.873,19.2,4593.287,19.2,2018,1,,,
1/1/2018 01:00,1,1,1425.868,18.6,4384.859,18.6,2018,1,,,
1/1/2018 02:00,2,1,1387.791,18.5,4266.546,18.5,2018,1,,,
1/1/2018 03:00,3,1,1327.708,17.9,4103.462,17.9,2018,1,,,
1/1/2018 04:00,4,1,1268.554,17.5,3912.347,17.5,2018,1,,,
1/1/2018 05:00,5,1,1217.038,17.6,3771.27,17.6,2018,1,,,
1/1/2018 06:00,6,1,1128.84,17.5,3543.885,17.5,2018,1,,,
1/1/2018 07:00,7,1,1197.266091,18.2,3236.615,18.2,2018,1,,,
1/1/2018 08:00,8,1,1206.962091,20.3,3242.707,20.3,2018,1,,,
1/1/2018 09:00,9,1,1253.366545,23,3362.095,23,2018,1,,,
1/1/2018 10:00,10,1,1098.717,24.1,3533.832,24.1,2018,1,,,
1/1/2018 11:00,11,1,1163.243,24.2,3743.736,24.2,2018,1,,,
1/1/2018 12:00,12,1,1213.248,25.2,3977.86,25.2,2018,1,,,
1/1/2018 13:00,13,1,1251.905,26.8,4190.38,26.8,2018,1,,,
1/1/2018 14:00,14,1,1270.311,27.2,4315.084,27.2,2018,1,,,
1/1/2018 15:00,15,1,1278.104,27.6,4348.328,27.6,2018,1,,,
1/1/2018 16:00,16,1,1312.695,27.6,4381.883,27.6,2018,1,,,
1/1/2018 17:00,17,1,1329.66,27.8,4437.369,27.8,2018,1,,,
1/1/2018 18:00,18,1,1342.207,26.7,4465.578,26.7,2018,1,,,
1/1/2018 19:00,19,1,1356.613,25,4482.16,25,2018,1,,,
1/1/2018 20:00,20,1,1383.077,23.6,4513.834,23.6,2018,1,,,
1/1/2018 21:00,21,1,1529.639,22.6,5073.429,22.6,2018,1,,,
1/1/2018 22:00,22,1,1671.002,22.2,5467.168,22.2,2018,1,,,
1/1/2018 23:00,23,1,1616.774,22.1,5380.353,22.1,2018,1,,,
2/1/2018 00:00,0,3,1555.532,22,5127.305,22,2018,1,,,
2/1/2018 01:00,1,3,1480.94,21.8,4794.029,21.8,2018,1,,,
2/1/2018 02:00,2,3,1415.181,21.1,4480.717,21.1,2018,1,,,
2/1/2018 03:00,3,3,1373.3,20.6,4262.842,20.6,2018,1,,,
2/1/2018 04:00,4,3,1351.178,20.3,4136.994,20.3,2018,1,,,
2/1/2018 05:00,5,3,1342.644,20.1,4084.672,20.1,2018,1,,,
2/1/2018 06:00,6,3,1325.981,19,4039.511,19,2018,1,,,
2/1/2018 07:00,7,3,1297.142,20.4,4191.323,20.4,2018,1,,,
2/1/2018 08:00,8,3,1405.455,22,4724.106,22,2018,1,,,
2/1/2018 09:00,9,3,1582.249,24.6,5357.474,24.6,2018,1,,,
2/1/2018 10:00,10,3,1683.838,26.6,5853.722,26.6,2018,1,,,
2/1/2018 11:00,11,3,1770.951,29.2,6181.227,29.2,2018,1,,,
2/1/2018 12:00,12,3,1843.079,30.8,6419.25,30.8,2018,1,,,
2/1/2018 13:00,13,3,1859.999,32,6654.54,32,2018,1,,,
2/1/2018 14:00,14,3,1885.551,31.7,6873.832,31.7,2018,1,,,
2/1/2018 15:00,15,3,1882.901,32.4,7021.209,32.4,2018,1,,,
2/1/2018 16:00,16,3,1875.889,31.9,7002.353,31.9,2018,1,,,
2/1/2018 17:00,17,3,1944.741,31.4,6980.59,31.4,2018,1,,,
2/1/2018 18:00,18,3,1955.41,31.3,6791.236,31.3,2018,1,,,
2/1/2018 19:00,19,3,1923.945,29.7,6517.616,29.7,2018,1,,,
2/1/2018 20:00,20,3,1914.022,28.3,6361.706,28.3,2018,1,,,
2/1/2018 21:00,21,3,2012.094,26.8,6687.912,26.8,2018,1,,,
2/1/2018 22:00,22,3,2057.605,25.6,6928.841,25.6,2018,1,,,
2/1/2018 23:00,23,3,1998.675,24.3,6606.949,24.3,2018,1,,,
3/1/2018 00:00,0,4,1890.021,22.6,6039.233,22.6,2018,1,,,
3/1/2018 01:00,1,4,1817.158,21.5,5491.996,21.5,2018,1,,,
3/1/2018 02:00,2,4,1716.569,20.9,5058.997,20.9,2018,1,,,
3/1/2018 03:00,3,4,1652.098,20.5,4791.991,20.5,2018,1,,,
3/1/2018 04:00,4,4,1627.631,18.8,4614.61,18.8,2018,1,,,
3/1/2018 05:00,5,4,1605.499,17.4,4540.21,17.4,2018,1,,,
3/1/2018 06:00,6,4,1563.265,16.9,4471.989,16.9,2018,1,,,
3/1/2018 07:00,7,4,1510.917,18.9,4521.292,18.9,2018,1,,,
3/1/2018 08:00,8,4,1623.791,23.2,4967.985,23.2,2018,1,,,
3/1/2018 09:00,9,4,1735.835,25,5577.41,25,2018,1,,,
3/1/2018 10:00,10,4,1830.128,26.7,6020.055,26.7,2018,1,,,
3/1/2018 11:00,11,4,1911.144,28.6,6425.93,28.6,2018,1,,,
3/1/2018 12:00,12,4,1983.138,31.2,6679.128,31.2,2018,1,,,
3/1/2018 13:00,13,4,2029.166,31.6,7033.352,31.6,2018,1,,,
3/1/2018 14:00,14,4,2035.667,32.3,7313.992,32.3,2018,1,,,
3/1/2018 15:00,15,4,2038.663,32.8,7502.634,32.8,2018,1,,,
3/1/2018 16:00,16,4,1973.02,33.8,7588.532,33.8,2018,1,,,
3/1/2018 17:00,17,4,1990.59,33.3,7524.13,33.3,2018,1,,,
3/1/2018 18:00,18,4,2006.254,32.9,7335.649,32.9,2018,1,,,
3/1/2018 19:00,19,4,1993.393,31.2,7008.057,31.2,2018,1,,,
3/1/2018 20:00,20,4,1970.805,30,6832.512,30,2018,1,,,
3/1/2018 21:00,21,4,2111.153,28.1,7269.649,28.1,2018,1,,,
3/1/2018 22:00,22,4,2171.331,26.2,7568.142,26.2,2018,1,,,
3/1/2018 23:00,23,4,2085.851,26.3,7360.575,26.3,2018,1,,,
4/1/2018 00:00,0,5,2006.218,26,6975.289,26,2018,1,,,
4/1/2018 01:00,1,5,1895.405,25.3,6373.36,25.3,2018,1,,,
4/1/2018 02:00,2,5,1813.418,24.6,5931.902,24.6,2018,1,,,
4/1/2018 03:00,3,5,1738.253,23.6,5577.009,23.6,2018,1,,,
4/1/2018 04:00,4,5,1689.514,23.1,5338.859,23.1,2018,1,,,
4/1/2018 05:00,5,5,1691.465,22.2,5216.031,22.2,2018,1,,,
4/1/2018 06:00,6,5,1637.183,23,5109.951,23,2018,1,,,
4/1/2018 07:00,7,5,1560.084,24.5,5134.623,24.5,2018,1,,,
4/1/2018 08:00,8,5,1635.627,27.2,5641.586,27.2,2018,1,,,
4/1/2018 09:00,9,5,1775.081,28.8,6313.065,28.8,2018,1,,,
4/1/2018 10:00,10,5,1886.637,30.2,6836.295,30.2,2018,1,,,
4/1/2018 11:00,11,5,1923.243,31.6,7181.104,31.6,2018,1,,,
4/1/2018 12:00,12,5,2039.181,33.2,7600.331,33.2,2018,1,,,
4/1/2018 13:00,13,5,2115.698,34.8,8007.002,34.8,2018,1,,,
4/1/2018 14:00,14,5,2189.676,35.4,8292.765,35.4,2018,1,,,
4/1/2018 15:00,15,5,2179.705,35.6,8616.2,35.6,2018,1,,,
4/1/2018 16:00,16,5,2161.785,36.6,8762.484,36.6,2018,1,,,
4/1/2018 17:00,17,5,2168.071,35.9,8650.775,35.9,2018,1,,,
4/1/2018 18:00,18,5,2144.029,35.4,8422.364,35.4,2018,1,,,
4/1/2018 19:00,19,5,2116.502,34.4,8079.288,34.4,2018,1,,,
4/1/2018 20:00,20,5,2068.318,33.1,7927.851,33.1,2018,1,,,
4/1/2018 21:00,21,5,2144.536,31.8,8423.484,31.8,2018,1,,,
4/1/2018 22:00,22,5,2216.887,31.1,8839.624,31.1,2018,1,,,
4/1/2018 23:00,23,5,2130.446,30.5,8735.165,30.5,2018,1,,,
5/1/2018 00:00,0,6,2095.882,30.3,8319.414,30.3,2018,1,,,
5/1/2018 01:00,1,6,1936.902,29.8,7732.749,29.8,2018,1,,,
5/1/2018 02:00,2,6,1824.413,29.4,7199.327,29.4,2018,1,,,
5/1/2018 03:00,3,6,1773.251,28.2,6761.605,28.2,2018,1,,,
5/1/2018 04:00,4,6,1718.657,27.8,6471.135,27.8,2018,1,,,
5/1/2018 05:00,5,6,1696.173,26.3,6238.823,26.3,2018,1,,,
5/1/2018 06:00,6,6,1644.213,24.8,6033.702,24.8,2018,1,,,
5/1/2018 07:00,7,6,1575.461,22.4,5749.661,22.4,2018,1,,,
5/1/2018 08:00,8,6,1616.368,21.4,5830.449,21.4,2018,1,,,
5/1/2018 09:00,9,6,1716.093,22.2,6057.337,22.2,2018,1,,,
5/1/2018 10:00,10,6,1797.252,20.4,6158.845,20.4,2018,1,,,
5/1/2018 11:00,11,6,1860.973,18.8,6152.613,18.8,2018,1,,,
5/1/2018 12:00,12,6,1894.949,19.4,6113.711,19.4,2018,1,,,
5/1/2018 13:00,13,6,1903.288,20,6101.23,20,2018,1,,,
5/1/2018 14:00,14,6,1889.72,21.2,6051.851,21.2,2018,1,,,
5/1/2018 15:00,15,6,1897.643,21.6,6041.635,21.6,2018,1,,,
5/1/2018 16:00,16,6,1889.44,20.4,5963.847,20.4,2018,1,,,
5/1/2018 17:00,17,6,1912.865,19.8,5840.098,19.8,2018,1,,,
5/1/2018 18:00,18,6,1930.35,20,5689.883,20,2018,1,,,
5/1/2018 19:00,19,6,1882.986,20.4,5523.447,20.4,2018,1,,,
5/1/2018 20:00,20,6,1866.299,19.8,5487.888,19.8,2018,1,,,
5/1/2018 21:00,21,6,1937.744,19.4,5849.114,19.4,2018,1,,,
5/1/2018 22:00,22,6,2005.093,19.1,5923.086,19.1,2018,1,,,
5/1/2018 23:00,23,6,1897.932,18.8,5601.084,18.8,2018,1,,,
6/1/2018 00:00,0,7,1833.564,18.1,5214.767,18.1,2018,1,,,
6/1/2018 01:00,1,7,1719.29,17.4,4849.596,17.4,2018,1,,,
6/1/2018 02:00,2,7,1625.634,18,4532.09,18,2018,1,,,
6/1/2018 03:00,3,7,1572.046,17.5,4299.551,17.5,2018,1,,,
6/1/2018 04:00,4,7,1544.42,17.1,4149.181,17.1,2018,1,,,
6/1/2018 05:00,5,7,1512.537,16.8,4044.92,16.8,2018,1,,,
6/1/2018 06:00,6,7,1462.326,15.8,3895.768,15.8,2018,1,,,
6/1/2018 07:00,7,7,1391.136,16.5,3714.038,16.5,2018,1,,,
6/1/2018 08:00,8,7,1436.884,20.4,3886.894,20.4,2018,1,,,
6/1/2018 09:00,9,7,1551.835,22.4,4180.477,22.4,2018,1,,,
6/1/2018 10:00,10,7,1633.968,23.4,4484.014,23.4,2018,1,,,
6/1/2018 11:00,11,7,1683.779,23.9,4694.262,23.9,2018,1,,,
6/1/2018 12:00,12,7,1696.765,25,4843.896,25,2018,1,,,
6/1/2018 13:00,13,7,1691.986,25,4953.907,25,2018,1,,,
6/1/2018 14:00,14,7,1654.778,25.2,4981.788,25.2,2018,1,,,
6/1/2018 15:00,15,7,1662.776,25.9,4942.066,25.9,2018,1,,,
6/1/2018 16:00,16,7,1649.723,25.8,4923.696,25.8,2018,1,,,
6/1/2018 17:00,17,7,1684.096,24.4,4942.215,24.4,2018,1,,,
6/1/2018 18:00,18,7,1693.864,24.4,4970.59,24.4,2018,1,,,
6/1/2018 19:00,19,7,1717.88,24.1,4923.153,24.1,2018,1,,,
6/1/2018 20:00,20,7,1720.834,23.6,4929.584,23.6,2018,1,,,
6/1/2018 21:00,21,7,1858.093,23,5417.796,23,2018,1,,,
6/1/2018 22:00,22,7,1875.528,22.9,5586.249,22.9,2018,1,,,
6/1/2018 23:00,23,7,1828.394,23.3,5349.072,23.3,2018,1,,,
7/1/2018 00:00,0,1,1754.801,22.5,5055.99,22.5,2018,1,,,
7/1/2018 01:00,1,1,1672.046,22.6,4742.998,22.6,2018,1,,,
7/1/2018 02:00,2,1,1575.583,21.9,4457.149,21.9,2018,1,,,
7/1/2018 03:00,3,1,1486.592,21.3,4225.088,21.3,2018,1,,,
7/1/2018 04:00,4,1,1443.196,20.4,4053.663,20.4,2018,1,,,
7/1/2018 05:00,5,1,1426.834,19.5,3940.451,19.5,2018,1,,,
7/1/2018 06:00,6,1,1347.68,18.8,3751.74,18.8,2018,1,,,
7/1/2018 07:00,7,1,1261.902,19.1,3480.723,19.1,2018,1,,,
7/1/2018 08:00,8,1,1225.522,20,3562.918,20,2018,1,,,
7/1/2018 09:00,9,1,1320.74,22.9,3772.642,22.9,2018,1,,,
7/1/2018 10:00,10,1,1389.592,24.9,4014.481,24.9,2018,1,,,
7/1/2018 11:00,11,1,1455.431,27.2,4230.559,27.2,2018,1,,,
7/1/2018 12:00,12,1,1513.514,28.8,4439.131,28.8,2018,1,,,
7/1/2018 13:00,13,1,1605.271,30.2,4705.807,30.2,2018,1,,,
7/1/2018 14:00,14,1,1624.503,31.6,4915.895,31.6,2018,1,,,
7/1/2018 15:00,15,1,1630.327,32.6,5040.839,32.6,2018,1,,,
7/1/2018 16:00,16,1,1616.547,32.7,5134.059,32.7,2018,1,,,
7/1/2018 17:00,17,1,1635.189,30.9,5217.034,30.9,2018,1,,,
7/1/2018 18:00,18,1,1640.969,31,5227.906,31,2018,1,,,
7/1/2018 19:00,19,1,1639.358,29.8,5242.039,29.8,2018,1,,,
7/1/2018 20:00,20,1,1640.035,28.8,5350.824,28.8,2018,1,,,
7/1/2018 21:00,21,1,1820.05,27.4,5897.798,27.4,2018,1,,,
7/1/2018 22:00,22,1,1926.89,26.7,6410.084,26.7,2018,1,,,
7/1/2018 23:00,23,1,1883.089,26.2,6360.654,26.2,2018,1,,,
8/1/2018 00:00,0,2,1817.256,25.7,6080.018,25.7,2018,1,,,
8/1/2018 01:00,1,2,1725.222,25.1,5683.508,25.1,2018,1,,,
8/1/2018 02:00,2,2,1643.874,25,5310.06,25,2018,1,,,
8/1/2018 03:00,3,2,1608.112,24.1,5008.529,24.1,2018,1,,,
8/1/2018 04:00,4,2,1572.648,23,4830.489,23,2018,1,,,
8/1/2018 05:00,5,2,1560.818,23.6,4752.354,23.6,2018,1,,,
8/1/2018 06:00,6,2,1503.42,23.6,4683.681,23.6,2018,1,,,
8/1/2018 07:00,7,2,1443.337,24.3,4730.063,24.3,2018,1,,,
8/1/2018 08:00,8,2,1519.507,25.3,5235.433,25.3,2018,1,,,
8/1/2018 09:00,9,2,1635.786,27,5786.154,27,2018,1,,,
8/1/2018 10:00,10,2,1692.237,28.4,6276.14,28.4,2018,1,,,
8/1/2018 11:00,11,2,1743.501,29.7,6608.485,29.7,2018,1,,,
8/1/2018 12:00,12,2,1830.584,31.5,6944.467,31.5,2018,1,,,
8/1/2018 13:00,13,2,1905.122,31.7,7251.841,31.7,2018,1,,,
8/1/2018 14:00,14,2,1933.994,32.6,7528.285,32.6,2018,1,,,
8/1/2018 15:00,15,2,1943.525,31.8,7389.874,31.8,2018,1,,,
8/1/2018 16:00,16,2,2011.508,33,7905.124,33,2018,1,,,
8/1/2018 17:00,17,2,2016.578,32.4,7923.477,32.4,2018,1,,,
8/1/2018 18:00,18,2,1980.437,32.1,7673.732,32.1,2018,1,,,
8/1/2018 19:00,19,2,1972.829,31.6,7342.222,31.6,2018,1,,,
8/1/2018 20:00,20,2,1966.878,30.1,7160.697,30.1,2018,1,,,
8/1/2018 21:00,21,2,2033.986,28.5,7560.099,28.5,2018,1,,,
8/1/2018 22:00,22,2,2166.245,28,7983.264,28,2018,1,,,
8/1/2018 23:00,23,2,2107.286,26.6,7822.125,26.6,2018,1,,,
9/1/2018 00:00,0,3,2036.737,26.3,7486.461,26.3,2018,1,,,
9/1/2018 01:00,1,3,1975.488,26.6,6913.338,26.6,2018,1,,,
9/1/2018 02:00,2,3,1865.59,26.3,6409.561,26.3,2018,1,,,
9/1/2018 03:00,3,3,1779.339,25.6,6003.969,25.6,2018,1,,,
9/1/2018 04:00,4,3,1736.381,24.9,5752.804,24.9,2018,1,,,
9/1/2018 05:00,5,3,1713.488,24.6,5583.754,24.6,2018,1,,,
9/1/2018 06:00,6,3,1676.12,23.9,5393.762,23.9,2018,1,,,
9/1/2018 07:00,7,3,1603.932,24,5308.084,24,2018,1,,,
9/1/2018 08:00,8,3,1692.414,24,5705.596,24,2018,1,,,
9/1/2018 09:00,9,3,1784.452,24.9,6238.334,24.9,2018,1,,,
9/1/2018 10:00,10,3,1925.471,26.4,6691.466,26.4,2018,1,,,
9/1/2018 11:00,11,3,1984.143,26.4,6981.372,26.4,2018,1,,,
9/1/2018 12:00,12,3,2004.627,28,6898.509,28,2018,1,,,
9/1/2018 13:00,13,3,2072.953,29.9,7455.392,29.9,2018,1,,,
9/1/2018 14:00,14,3,2127.156,30.6,7784.8,30.6,2018,1,,,
9/1/2018 15:00,15,3,2138.056,31.8,8021.557,31.8,2018,1,,,
9/1/2018 16:00,16,3,2165.402,31.8,8090.465,31.8,2018,1,,,
9/1/2018 17:00,17,3,2180.625,31,8000.768,31,2018,1,,,
9/1/2018 18:00,18,3,2170.103,29,7744.355,29,2018,1,,,
9/1/2018 19:00,19,3,2094.428,28.4,7332.302,28.4,2018,1,,,
9/1/2018 20:00,20,3,2044.378,26.6,7061.652,26.6,2018,1,,,
9/1/2018 21:00,21,3,2136.816,26.2,7414.261,26.2,2018,1,,,
9/1/2018 22:00,22,3,2223.41,26,7877.677,26,2018,1,,,
9/1/2018 23:00,23,3,2160.988,27.6,7859.74,27.6,2018,1,,,
10/1/2018 00:00,0,4,2034.284,27.1,7492.207,27.1,2018,1,,,
10/1/2018 01:00,1,4,1928.206,26.2,6900.174,26.2,2018,1,,,
10/1/2018 02:00,2,4,1817.039,25.5,6374.879,25.5,2018,1,,,
10/1/2018 03:00,3,4,1738.445,24.8,6029.331,24.8,2018,1,,,
10/1/2018 04:00,4,4,1718.751,24.2,5809.527,24.2,2018,1,,,
10/1/2018 05:00,5,4,1720.858,24.1,5662.687,24.1,2018,1,,,
10/1/2018 06:00,6,4,1648.922,24,5555.284,24,2018,1,,,
10/1/2018 07:00,7,4,1606.65,24.3,5516.818,24.3,2018,1,,,
10/1/2018 08:00,8,4,1674.735,25.2,5947.265,25.2,2018,1,,,
10/1/2018 09:00,9,4,1805.361,26.2,6504.468,26.2,2018,1,,,
10/1/2018 10:00,10,4,1956.173,27,7053.715,27,2018,1,,,
10/1/2018 11:00,11,4,2055.872,28.6,7461.928,28.6,2018,1,,,
10/1/2018 12:00,12,4,2142.181,30.6,7839.103,30.6,2018,1,,,
10/1/2018 13:00,13,4,2224.321,31.3,8274.224,31.3,2018,1,,,
10/1/2018 14:00,14,4,2276.992,32.2,8660.982,32.2,2018,1,,,
10/1/2018 15:00,15,4,2291.213,33,8915.864,33,2018,1,,,
10/1/2018 16:00,16,4,2277.164,33.8,8786.210273,33.8,2018,1,,,
10/1/2018 17:00,17,4,2282.668,33,8831.116,33,2018,1,,,
10/1/2018 18:00,18,4,2231.731,32,8547.403,32,2018,1,,,
10/1/2018 19:00,19,4,2170.923,30.6,8165.728,30.6,2018,1,,,
10/1/2018 20:00,20,4,2135.763,28.9,7909.703,28.9,2018,1,,,
10/1/2018 21:00,21,4,2228.526,28.4,8292.046,28.4,2018,1,,,
10/1/2018 22:00,22,4,2315.401,28.6,8663.459,28.6,2018,1,,,
10/1/2018 23:00,23,4,2256.175,28.8,8541.613,28.8,2018,1,,,
11/1/2018 00:00,0,5,2169.334,29,8270.437,29,2018,1,,,
11/1/2018 01:00,1,5,2084.154,28.3,7728.312,28.3,2018,1,,,
11/1/2018 02:00,2,5,1983.519,27.6,7217.419,27.6,2018,1,,,
11/1/2018 03:00,3,5,1916.846,27.7,6883.674,27.7,2018,1,,,
11/1/2018 04:00,4,5,1870.45,27.8,6668.377,27.8,2018,1,,,
11/1/2018 05:00,5,5,1848.42,27.3,6480.14,27.3,2018,1,,,
11/1/2018 06:00,6,5,1809.476,26.8,6300.386,26.8,2018,1,,,
11/1/2018 07:00,7,5,1741.423,27,6205.277,27,2018,1,,,
11/1/2018 08:00,8,5,1803.952,28.2,6663.609,28.2,2018,1,,,
11/1/2018 09:00,9,5,1949.253,29.8,7280.343,29.8,2018,1,,,
11/1/2018 10:00,10,5,2082.573,31.7,7853.772,31.7,2018,1,,,
11/1/2018 11:00,11,5,2203.078,33.9,8291.884,33.9,2018,1,,,
11/1/2018 12:00,12,5,2313.315,35,8774.945,35,2018,1,,,
11/1/2018 13:00,13,5,2187.597818,34.4,8349.390636,34.4,2018,1,,,
11/1/2018 14:00,14,5,2218.080545,36,8344.825818,36,2018,1,,,
11/1/2018 15:00,15,5,2207.616636,36.7,8154.945727,36.7,2018,1,,,
11/1/2018 16:00,16,5,2331.836,36.5,8789.530273,36.5,2018,1,,,
11/1/2018 17:00,17,5,2247.784,36.4,8765.691727,36.4,2018,1,,,
11/1/2018 18:00,18,5,2210.017,34.8,8823.305,34.8,2018,1,,,
11/1/2018 19:00,19,5,2128.191,33.4,8393.686,33.4,2018,1,,,
11/1/2018 20:00,20,5,2085.759,31.6,8276.933,31.6,2018,1,,,
11/1/2018 21:00,21,5,2231.705,30.8,8759.617,30.8,2018,1,,,
11/1/2018 22:00,22,5,2264.739,30.8,8511.608,30.8,2018,1,,,
11/1/2018 23:00,23,5,2220.345,29.1,8804.56,29.1,2018,1,,,
12/1/2018 00:00,0,6,2161.168,29.5,8531.11,29.5,2018,1,,,
12/1/2018 01:00,1,6,2033.604,28.6,7952.663,28.6,2018,1,,,
12/1/2018 02:00,2,6,1962.919,28.3,7493.262,28.3,2018,1,,,
12/1/2018 03:00,3,6,1900.189,29.3,7187.458,29.3,2018,1,,,
12/1/2018 04:00,4,6,1855.99,28.4,6973.276,28.4,2018,1,,,
12/1/2018 05:00,5,6,1823.866,28.1,6802.896,28.1,2018,1,,,
12/1/2018 06:00,6,6,1778.453,27.8,6682.129,27.8,2018,1,,,
12/1/2018 07:00,7,6,1688.714,27.7,6546.491,27.7,2018,1,,,
12/1/2018 08:00,8,6,1745.171,28.2,6926.955,28.2,2018,1,,,
12/1/2018 09:00,9,6,1874.775,30.6,7458.406,30.6,2018,1,,,
12/1/2018 10:00,10,6,1995.583,31.9,7991.608,31.9,2018,1,,,
12/1/2018 11:00,11,6,2099.451,30.5,8411.871,30.5,2018,1,,,
12/1/2018 12:00,12,6,2158.017,30.6,8600.7,30.6,2018,1,,,
12/1/2018 13:00,13,6,2178.192,31.5,8781.66,31.5,2018,1,,,
12/1/2018 14:00,14,6,2204.625,33.4,8904.623,33.4,2018,1,,,
12/1/2018 15:00,15,6,2182.726,32.4,8938.066,32.4,2018,1,,,
12/1/2018 16:00,16,6,2169.577,29.6,8836.284,29.6,2018,1,,,
12/1/2018 17:00,17,6,2198.312,29.7,8600.448,29.7,2018,1,,,
12/1/2018 18:00,18,6,2196.445,29,8315.085,29,2018,1,,,
12/1/2018 19:00,19,6,2152.918,26.4,7719.693,26.4,2018,1,,,
12/1/2018 20:00,20,6,2084.535,26.2,7232.519,26.2,2018,1,,,
12/1/2018 21:00,21,6,2179.407,26.1,7528.457,26.1,2018,1,,,
12/1/2018 22:00,22,6,2247.238,25.5,7789.87,25.5,2018,1,,,
12/1/2018 23:00,23,6,2147.476,24.4,7557.914,24.4,2018,1,,,
13/1/2018 00:00,0,7,2075.533,24.4,7096.164,24.4,2018,1,,,
13/1/2018 01:00,1,7,1958.156,24.8,6705.224,24.8,2018,1,,,
13/1/2018 02:00,2,7,1839.42,25.1,6436.21,25.1,2018,1,,,
13/1/2018 03:00,3,7,1763.431,24.4,6143.326,24.4,2018,1,,,
13/1/2018 04:00,4,7,1721.706,23.4,5908.363,23.4,2018,1,,,
13/1/2018 05:00,5,7,1665.449,22.7,5742.037,22.7,2018,1,,,
13/1/2018 06:00,6,7,1593.873,23,5552.824,23,2018,1,,,
13/1/2018 07:00,7,7,1528.885,24.8,5245.011,24.8,2018,1,,,
13/1/2018 08:00,8,7,1572.996,25.2,5351.171,25.2,2018,1,,,
13/1/2018 09:00,9,7,1659.399,27,5699.106,27,2018,1,,,
13/1/2018 10:00,10,7,1721.868,27.8,6177.827,27.8,2018,1,,,
13/1/2018 11:00,11,7,1806.937,28.2,6536.455,28.2,2018,1,,,
13/1/2018 12:00,12,7,1835.18,29.8,6858.937,29.8,2018,1,,,
13/1/2018 13:00,13,7,1843.472,28.9,7082.916,28.9,2018,1,,,
13/1/2018 14:00,14,7,1832.714,28,7063.994,28,2018,1,,,
13/1/2018 15:00,15,7,1805.674,29.6,7026.612,29.6,2018,1,,,
13/1/2018 16:00,16,7,1769.569,29,6926.468,29,2018,1,,,
13/1/2018 17:00,17,7,1751.339,24,6513.245,24,2018,1,,,
13/1/2018 18:00,18,7,1752.219,23.7,6279.28,23.7,2018,1,,,
13/1/2018 19:00,19,7,1735.18,23.8,6072.391,23.8,2018,1,,,
13/1/2018 20:00,20,7,1710.916,22.8,5953.688,22.8,2018,1,,,
13/1/2018 21:00,21,7,1812.227,21.8,6222.442,21.8,2018,1,,,
13/1/2018 22:00,22,7,1840.805,20.7,6121.611,20.7,2018,1,,,
13/1/2018 23:00,23,7,1771.498,19.9,5725.034,19.9,2018,1,,,
14/1/2018 00:00,0,1,1702.682,19.8,5357.415,19.8,2018,1,,,
14/1/2018 01:00,1,1,1620.236,19.4,5030.985,19.4,2018,1,,,
14/1/2018 02:00,2,1,1544.815,19,4726.25,19,2018,1,,,
14/1/2018 03:00,3,1,1463.239,18.9,4488.972,18.9,2018,1,,,
14/1/2018 04:00,4,1,1429.246,19,4341.158,19,2018,1,,,
14/1/2018 05:00,5,1,1410.266,18.8,4208.804,18.8,2018,1,,,
14/1/2018 06:00,6,1,1366.923,17.8,4100.618,17.8,2018,1,,,
14/1/2018 07:00,7,1,1246.025,16.9,3820.446,16.9,2018,1,,,
14/1/2018 08:00,8,1,1245.665,16.6,3700.115,16.6,2018,1,,,
14/1/2018 09:00,9,1,1281.38,16.8,3759.141,16.8,2018,1,,,
14/1/2018 10:00,10,1,1334.988,17.5,3906.394,17.5,2018,1,,,
14/1/2018 11:00,11,1,1372.564,18,4062.644,18,2018,1,,,
14/1/2018 12:00,12,1,1413.395,19,4194.592,19,2018,1,,,
14/1/2018 13:00,13,1,1437.494,19.2,4323.667,19.2,2018,1,,,
14/1/2018 14:00,14,1,1438.939,20,4372.777,20,2018,1,,,
14/1/2018 15:00,15,1,1416.978,19.2,4269.514,19.2,2018,1,,,
14/1/2018 16:00,16,1,1407.23,19.8,4186.684,19.8,2018,1,,,
14/1/2018 17:00,17,1,1433.715,20.1,4174.692,20.1,2018,1,,,
14/1/2018 18:00,18,1,1439.929,20.5,4218.324,20.5,2018,1,,,
14/1/2018 19:00,19,1,1454.111,18.2,4304.087,18.2,2018,1,,,
14/1/2018 20:00,20,1,1489.725,18.4,4423.943,18.4,2018,1,,,
14/1/2018 21:00,21,1,1656.508,18.3,4945.169,18.3,2018,1,,,
14/1/2018 22:00,22,1,1745.45,18.2,5171.036,18.2,2018,1,,,
14/1/2018 23:00,23,1,1686.79,18,4976.019,18,2018,1,,,
15/1/2018 00:00,0,2,1631.05,17.7,4641.612,17.7,2018,1,,,
15/1/2018 01:00,1,2,1571.901,16.9,4287.867,16.9,2018,1,,,
15/1/2018 02:00,2,2,1504.902,16.4,3997.794,16.4,2018,1,,,
15/1/2018 03:00,3,2,1449.729,16.3,3790.888,16.3,2018,1,,,
15/1/2018 04:00,4,2,1417.949,16.1,3721.715,16.1,2018,1,,,
15/1/2018 05:00,5,2,1405.034,15.8,3727.792,15.8,2018,1,,,
15/1/2018 06:00,6,2,1366.835,16,3829.354,16,2018,1,,,
15/1/2018 07:00,7,2,1315.203,16.5,3917.365,16.5,2018,1,,,
